5490	1025	
5493	560	
5494	569	
5495	530	
5496	552	
5497	809	
5498	540	
5499	521	
5500	538	
5502	561	
5503	547	
5504	534	
5505	1799	
5508	562	
5509	685	
5510	566	
5512	532	
5513	526	
5514	525	
5515	543	
5516	551	
5517	524	
5518	416	
5519	414	
5520	420	
5521	608	
5522	423	
5523	425	
5524	444	
5525	1444	
5527	425	
5528	417	
5529	421	
5530	556	
5532	534	
5533	533	
5534	535	
5535	542	
5536	558	
5537	534	
5538	529	
5539	536	
5540	530	
5542	519	
5543	701	
5544	561	
5545	1447	
5547	688	
5548	561	
5549	528	
5550	834	
5552	586	
5553	536	
5554	531	
5555	632	
5556	554	
5557	544	
5558	530	
5559	709	
5560	541	
5561	573	
5562	535	
5563	535	
5564	531	
5565	1503	
5567	552	
5568	561	
5569	544	
5570	542	
5571	804	
5572	549	
5573	524	
5574	522	
5575	532	
5576	540	
5577	522	
5578	548	
5579	542	
5580	544	
5582	530	
5583	529	
5584	544	
5585	1567	
5587	532	
5588	559	
5589	527	
5590	541	
5592	551	
5593	524	
5594	522	
5595	523	
5596	544	
5597	522	
5598	525	
5599	523	
5600	544	
5602	527	
5603	564	
5604	531	
5605	1455	
5607	556	
5608	533	
5609	1815	
5611	538	
5612	568	
5613	542	
5614	534	
5615	539	
5616	531	
5617	537	
5618	523	
5619	1641	
5621	531	
5622	522	
5623	528	
5624	526	
5625	1436	
5627	535	
5628	530	
5629	526	
5630	521	
5632	554	
5633	736	
5634	534	
5635	527	
5636	544	
5637	536	
5638	528	
5639	543	
5640	548	
5641	525	
5642	527	
5643	538	
5644	579	
5645	1499	
5647	567	
5648	439	
5649	534	
5650	564	
5652	546	
5653	541	
5654	543	
5655	553	
5656	541	
5657	536	
5658	539	
5659	537	
5660	574	
5662	537	
5663	565	
5664	552	
5665	1488	
5667	571	
5668	541	
5669	540	
5670	661	
5672	546	
5673	534	
5674	533	
5675	543	
5676	544	
5677	540	
5678	538	
5679	568	
5680	569	
5682	540	
5683	570	
5684	554	
5685	1491	
5687	580	
5688	638	
5689	551	
5690	622	
5692	580	
5693	532	
5694	539	
5695	542	
5696	535	
5697	546	
5698	532	
5699	563	
5700	568	
5702	541	
5703	573	
5704	545	
5705	1536	
5707	574	
5708	555	
5709	537	
5710	563	
5712	547	
5713	540	
5714	537	
5715	563	
5716	541	
5717	535	
5718	533	
5719	562	
5720	569	
5722	538	
5723	565	
5724	537	
5725	1528	
5727	562	
5728	548	
5729	542	
5730	577	
5732	545	
5733	562	
5734	714	
5735	525	
5736	531	
5737	532	
5738	534	
5739	530	
5740	531	
5742	421	
5743	416	
5744	419	
5745	1511	
5747	418	
5748	416	
5749	415	
5750	824	
5752	420	
5753	557	
5754	549	
5755	530	
5757	555	
5758	529	
5759	526	
5760	530	
5761	528	
5762	525	
5763	527	
5764	531	
5765	1571	
5767	501	
5768	486	
5769	1468	
5771	475	
5772	445	
5773	434	
5774	424	
5775	409	
5776	406	
5777	397	
5778	392	
5779	1176	
5780	386	
5781	371	
5782	367	
5783	366	
5784	345	
5785	984	
5787	371	
5788	339	
5789	341	
5790	379	
5791	730	
5792	340	
5793	376	
5794	339	
5795	365	
5796	380	
5797	345	
5798	376	
5799	377	
5800	372	
5801	379	
5802	353	
5803	373	
5804	365	
5805	988	
5807	371	
5808	363	
5809	342	
5810	370	
5811	367	
5812	369	
5813	340	
5814	372	
5815	376	
5816	748	
5817	347	
5818	335	
5819	377	
5820	697	
5822	378	
5823	375	
5824	375	
5825	936	
5827	377	
5828	372	
5829	354	
5830	370	
5831	380	
5832	370	
5833	377	
5834	371	
5835	374	
5836	353	
5837	386	
5838	369	
5839	382	
5840	378	
5841	370	
5842	337	
5843	370	
5844	370	
5845	935	
5847	372	
5848	369	
5849	342	
5850	355	
5851	303	
5852	375	
5853	595	
5854	373	
5855	635	
5856	323	
5857	529	
5858	276	
5859	273	
5860	299	
5861	282	
5862	270	
5863	356	
5864	373	
5865	924	
5867	377	
5868	375	
5869	357	
5870	376	
5871	374	
5872	371	
5873	352	
5874	352	
5875	373	
5876	372	
5877	343	
5878	355	
5879	370	
5880	373	
5881	752	
5882	406	
5883	671	
5884	373	
5885	926	
5887	362	
5888	387	
5889	346	
5890	343	
5891	385	
5892	641	
5893	364	
5894	344	
5895	369	
5896	367	
5897	396	
5898	376	
5899	366	
5900	370	
5901	415	
5902	398	
5903	367	
5904	366	
5905	1037	
5907	375	
5908	365	
5909	439	
5910	348	
5911	733	
5912	365	
5913	407	
5914	346	
5915	339	
5916	744	
5917	426	
5918	385	
5919	376	
5920	368	
5921	456	
5922	354	
5923	338	
5924	373	
5925	1015	
5927	361	
5928	369	
5929	1282	
5930	374	
5931	374	
5932	371	
5933	504	
5934	402	
5935	375	
5936	372	
5937	482	
5938	406	
5939	1139	
5940	383	
5941	482	
5942	353	
5943	343	
5944	373	
5945	1036	
5947	358	
5948	377	
5949	471	
5950	383	
5951	373	
5952	369	
5953	453	
5954	378	
5955	294	
5956	292	
5957	443	
5958	394	
5959	339	
5960	365	
5961	290	
5962	343	
5963	273	
5964	293	
5965	1475	
5967	393	
5968	297	
5969	293	
5970	326	
5971	275	
5972	376	
5973	376	
5974	344	
5975	452	
5976	375	
5977	406	
5978	450	
5979	381	
5980	366	
5981	398	
5982	400	
5983	778	
5984	468	
5985	1222	
5987	560	
5988	366	
5989	369	
5990	412	
5991	397	
5992	371	
5993	370	
5994	361	
5995	397	
5996	382	
5997	377	
5998	451	
5999	387	
6000	381	
6001	378	
6002	353	
6003	341	
6004	371	
6005	1755	
6007	366	
6008	375	
6009	374	
6010	394	
6011	344	
6012	6135	
6013	4776	
6018	4600	
6020	15527	
6026	9769	
6030	14979	
6038	4668	
6041	11567	
6048	6510	
6050	4247	
6053	9866	
6058	11796	
6064	11836	
6068	4610	
6071	10026	
6076	16107	
6084	8320	
6086	10238	
6090	17134	
6097	4296	
6099	2811	
6100	15195	
6107	15870	
6112	4225	
6113	9908	
6117	4679	
6119	1854	
6120	4417	
6124	2808	
6126	9824	
6130	4621	
6131	10525	
6137	15683	
6143	450	
6144	2223	
6146	10806	
6149	6081	
6153	1216	
6155	21005	
6163	11490	
6169	15085	
6175	10148	
6180	4498	
6184	6308	
6188	9929	
6192	4594	
6193	9515	
6198	4340	
6202	4594	
6205	4377	
6208	5018	
6210	16436	
6217	4773	
6220	4526	
6224	11710	
6230	13169	
6237	5112	
6240	15718	
6247	15764	
6253	9437	
6257	14843	
6264	884	
6265	9502	
6270	14992	
6275	9594	
6281	9703	
6287	4394	
6290	14636	
6296	9729	
6303	486	
6304	9068	
6308	10800	
6312	6176	
6313	818	
6314	3174	
6316	9696	
6323	9646	
6327	4366	
6329	15175	
6333	10639	
6338	12860	
6343	10704	
6348	4784	
6352	4880	
6354	9714	
6357	915	
6359	941	
6360	10910	
6366	10639	
6371	10399	
6375	10553	
6380	4493	
6383	10486	
6388	16282	
6393	1454	
6394	4940	
6398	10497	
6402	4812	
6405	9947	
6411	10142	
6417	4635	
6419	2371	
6420	9962	
6424	6410	
6426	9977	
6430	15880	
6438	4667	
6440	4937	
6444	8658	
6447	4842	
6450	16301	
6457	4777	
6459	854	
6460	4607	
6465	4741	
6468	7675	
6471	16648	
6479	1261	
6480	5127	
6484	9976	
6489	16533	
6494	4457	
6496	11964	
6503	10651	
6508	16862	
6514	3168	
6516	9579	
6520	15962	
6528	17148	
6534	3648	
6536	10768	
6541	10644	
6545	10835	
6550	4635	
6552	4533	
6554	8043	
6559	1084	
6561	4457	
6562	4625	
6564	4193	
